wavelength(nm), voltage(V)
1327.350,  95.315
1807.242,  87.956
2574.196,  95.342
1557.148, 114.152
1547.327,  96.945
1368.431,  77.151
2157.051, 131.330
1248.233, 106.705
1877.867,  84.676
1535.152,  87.346
1448.747,  62.711
1200.428,  87.760
1402.145, 119.936
2744.733, 115.578
2007.055,  96.194
1834.681, 110.704
1463.100, 106.634
1304.446,  96.227
1228.424,  79.012
1956.303,  84.060
2015.262,  90.417
1491.687, 106.962
1406.118, 128.647
1994.792, 133.450
1849.587,  64.590
1869.680, 149.135
1215.148, 108.691
1382.903, 120.539
2113.105, 124.874
1277.639, 112.706
1867.922, 129.534
1317.634,  91.442
1623.899, 106.862
1483.654,  88.196
1991.415, 126.138
1583.143, 115.310
2013.863, 144.188
1866.850, 122.688
2037.977,  72.554
1306.039, 104.868
1697.886,  88.594
1506.278, 113.061
1263.878, 136.735
2198.490, 134.500
1399.491, 106.605
2012.223,  84.896
1434.324, 126.943
1809.277,  81.386
1437.781, 112.198
1808.626,  86.114
1508.531,  83.299
1214.965, 118.878
1603.089, 134.359
1622.966, 115.705
1350.695, 125.767
1829.293, 116.528
1865.663, 101.941
1895.068,  94.473
1643.198, 134.968
1780.958,  68.288
1468.170,  82.273
1222.912,  83.229
1890.759,  82.139
2003.826,  85.412
1548.701, 126.750
1863.610,  91.793
1630.390, 105.916
1409.089,  75.934
1460.003, 122.109
2103.584,  99.534
1307.343,  77.450
2118.520, 132.465
1244.159, 114.584
1991.030, 147.600
1622.006, 110.096
1544.448, 124.416
2258.931, 101.007
2152.364,  82.106
1783.723, 111.667
1556.689,  98.126
1323.722,  91.687
2027.045, 105.072
1282.401,  67.650
2020.109,  99.581
2100.433, 100.307
1453.648,  90.290
2577.455, 101.777
1492.012,  96.786
1782.770,  75.333
1818.559,  86.215
1458.492,  95.516
1883.436,  76.092
1754.398, 132.955
1862.962,  90.295
1816.524, 115.297
1383.619,  97.850
1345.378,  97.763
2169.981, 142.438
1510.611,  95.980
1852.127,  87.861
1827.124, 128.966
1890.358,  93.871
1380.414,  78.288
1339.696,  77.354
1294.232,  96.665
1728.744, 100.020
1782.459, 105.385
1684.072,  82.638
1860.219,  94.970
1385.978,  92.860
1916.694, 102.586
1217.389,  86.832
1975.618, 142.091
2196.474,  69.428
1251.816, 102.269
1457.885,  68.624
1331.369, 103.067
2006.068,  77.298
1322.098,  91.952
1755.444, 144.286
1541.270, 136.001
1718.444, 140.140
1734.384, 110.580
1816.500,  80.489
1497.910,  79.244
1855.718, 148.567
1456.030, 112.452
1837.487, 131.769
2233.901, 104.524
2012.673, 117.079
1868.874, 124.004
1983.883,  81.744
2102.238,  92.286
2152.276,  87.833
1321.244,  76.859
2189.392, 112.004
2013.266, 114.567
1747.126,  79.278
1359.066,  82.533
1266.977,  79.550
1262.384, 116.754
1835.773,  85.717
1831.490,  86.029
1439.436, 123.567
2174.266,  76.294
1252.033, 106.697
1862.198,  72.425
1234.238, 116.583
1255.756,  73.642
1332.564, 107.661
2180.160,  89.091
1604.397, 158.124
1244.909, 121.335
1888.877, 106.924
2651.695,  84.026
1937.506,  84.167
1266.043, 106.451
1833.544,  78.504
1886.681, 123.729
1277.097, 115.488
1241.936, 106.234
1223.202,  75.553
1496.201, 145.175
1485.542, 101.717
1480.107, 164.067
1550.358, 113.843
1486.492,  73.787
2052.744,  97.255
1658.603, 121.985
1890.021,  93.016
1597.686, 114.833
1898.187,  86.009
1685.325, 123.133
1770.445,  98.850
1861.105, 150.865
1653.076,  81.477
1810.813, 106.994
1866.522, 121.802
1870.115, 146.467
1276.054, 106.910
1990.358, 137.498
1439.134, 142.180
1342.148,  60.260
1354.226, 130.508
1755.593,  92.973
1527.914,  87.050
1276.727,  94.270
2085.370,  97.520
2144.664,  94.995
1865.275,  90.442
1370.597,  90.149
2292.168, 132.873
1757.915,  92.490
1272.902,  77.816
1278.647, 125.294
1895.086, 146.745
2121.150, 105.345
1879.325, 132.640
1311.805,  94.002
1629.380, 133.020
1664.665, 129.768
1549.533,  78.730
2118.586,  96.590
2018.651,  84.011
2132.265,  84.812
1690.899, 103.998
1532.676,  89.293
1233.637,  94.399
2088.493, 129.428
1380.204, 115.144
2098.576, 101.406
2002.126,  64.196
2144.197, 124.878
1218.251,  87.665
1735.426,  75.404
2060.049,  81.022
1444.981, 119.281
1379.185, 117.234
1229.813, 137.177
1559.964, 117.857
2166.332, 132.077
1727.145, 146.531
1221.609, 102.495
1864.229,  75.688
2130.108, 124.207
1230.148, 113.727
1490.491, 139.345
1529.236, 132.759
1261.168,  55.337
1856.226, 117.704
1202.656,  87.161
1401.817, 136.754
1877.797, 137.994
2004.815, 136.109
1250.281, 153.103
1310.405, 128.543
1997.204,  84.960
1791.176, 133.945
1368.225, 116.637
1378.735, 104.561
1542.477,  97.488
1439.939,  79.383
2326.945,  79.537
1978.480,  85.128
1917.821,  82.715
1256.411,  84.824
2060.095,  62.448
1872.505, 155.835
2180.565, 106.167
1851.120, 117.393
2201.770, 117.389
2131.102, 116.315
2045.882, 122.526
1320.074, 113.316
2108.449,  63.086
2153.485, 105.007
1868.514, 132.824
1758.856, 105.234
1494.784, 109.020
1329.736, 135.702
1255.637, 141.668
2045.606, 107.360
1252.779, 125.923
1670.310,  75.180
1206.425, 126.853
1559.177, 100.959
1488.399,  67.197
1230.263, 140.769
1329.995, 132.103
1215.450,  74.939
1245.857, 127.109
1492.380,  71.071
1573.124, 105.216
1941.797, 123.204
2002.773, 115.265
1306.021,  95.192
1579.846,  93.678
1598.560,  89.010
1870.283, 138.934
1658.645, 117.013
1650.520, 106.433
1779.577,  92.488
1661.272, 115.492
1259.275, 102.700
1315.072,  93.946
1318.061, 121.159
1563.684,  79.786
1869.077, 127.024
1620.994, 108.191
1241.983, 113.896
1869.016, 149.489
1689.180,  91.797
1893.772, 121.699
1630.167, 150.440
1580.973,  94.097
1987.278, 104.241
1991.885, 101.243
1449.911,  85.545
1562.301,  99.232
1852.582, 108.669
1538.514, 119.656
1470.259, 117.063
2110.575, 116.755
1798.354,  84.837
2026.721,  62.584
1891.588,  86.138
1281.120, 108.816
1634.239, 103.761
1462.421,  71.781
1212.849, 126.860
1988.513,  94.848
1674.279, 113.005
1615.005,  77.912
2082.319, 115.778
1881.313, 134.364
1480.779,  51.841
2027.177,  95.537
1811.044, 127.749
1489.022, 101.793
1330.357,  84.155
1310.887,  91.768
1799.359, 119.459
1456.180, 144.483
1933.127,  84.166
1225.921, 111.948
2192.759, 109.638
1277.512, 125.295
1661.968, 132.850
1782.626, 127.368
1428.935, 121.628
1552.518,  70.073
1481.910,  91.676
1705.678, 110.518
1487.329,  56.550
1798.197, 139.920
1865.565, 102.833
1530.021,  95.437
1867.715,  93.548
1334.455, 128.870
1337.441, 107.506
1578.819, 151.229
1477.200, 110.878
1700.045, 116.528
1223.878,  82.449
1538.157, 121.284
1563.813,  92.267
2204.302, 118.890
1810.951,  90.751
2388.551, 104.056
2017.355,  92.092
1437.074,  91.469
1495.889,  77.365
1259.258, 101.989
1317.065,  92.706
1574.858, 135.283
1515.245, 109.322
1425.983,  87.719
2053.778,  79.726
1765.198,  69.603
1603.187,  91.727
2150.078,  59.239
1209.343,  97.617
1332.081, 103.342
1316.058, 112.040
1253.233, 107.692
1229.849,  91.889
1898.372, 121.403
1230.094, 134.801
1400.340, 149.549
1521.557, 106.274
1539.171, 121.818
1309.796, 109.955
1721.155,  81.197
1243.229,  93.970
2140.491,  65.930
2017.364, 132.794
1448.909,  89.028
1460.423,  93.479
3161.813,  86.731
1741.228, 144.675
1395.910, 116.060
1533.934,  97.281
1325.592,  97.087
1350.387, 103.005
1564.831,  59.163
1278.797,  80.511
1394.836, 102.082
1202.171,  95.931
1870.792, 120.782
1237.948, 104.559
1281.544, 102.702
1416.277,  85.962
2469.271, 106.495
1450.975, 134.841
1786.701, 118.194
1274.433, 122.005
1891.386, 111.970
1817.981, 110.734
1469.605, 119.070
1948.539,  96.242
1659.895,  83.235
1466.642,  66.906
1755.397,  80.470
2186.990,  74.572
1690.899,  82.162
1432.769, 118.492
1934.708,  88.193
1719.189,  71.148
1677.987, 130.603
2056.720,  88.284
1715.447, 133.743
1383.571, 140.179
1730.144, 117.598
2117.181, 121.163
1231.008, 114.307
1774.359,  83.150
1230.843,  99.540
1936.091,  81.825
1548.300, 102.318
1251.965, 110.986
1890.309,  96.362
1428.941,  79.057
1248.889, 135.992
1363.808,  97.769
2098.210, 151.044
1954.039,  86.747
1328.071,  61.346
1319.346, 116.742
1334.976,  75.057
1850.793, 136.951
1773.051,  93.609
1471.898,  88.507
1741.556, 123.777
1571.410,  66.130
1583.203, 127.924
1269.869,  78.023
1238.178,  74.495
1228.921, 130.525
1285.977, 135.767
2051.556, 110.283
1665.689, 108.702
1536.226,  86.053
1720.420, 103.658
1970.691,  59.269
1303.010, 117.756
1859.000, 122.439
2140.868,  86.740
1776.974, 155.165
1652.662, 108.547
1377.198, 128.959
1439.032,  66.592
1351.852,  49.126
1241.500,  92.054
1700.100, 108.281
1692.719,  99.222
1278.322,  76.860
1682.375, 103.132
1327.414, 104.652
1729.787,  85.697
2200.188, 140.279
1361.831,  79.730
1583.382,  84.217
1246.891,  77.349
1439.194,  94.649
1408.022,  84.559
1470.645, 142.488
1473.533,  86.830
2829.906,  69.340
1394.320, 114.417
1432.845, 106.729
1844.525,  68.666
2214.214, 126.133
2094.375, 107.560
1637.641, 117.648
1256.918,  87.717
1276.840, 117.228
1871.088,  84.065
1937.119, 130.338
1700.594,  80.524
2184.534,  77.196
1861.179,  59.281
1469.708,  82.917
1361.321,  82.481
2188.856,  94.616
1378.094,  98.049
2254.878,  96.463
1269.990, 125.272
1658.485,  93.580
1345.041, 147.793
1505.178, 105.696
1495.775, 132.391
1206.296, 124.721
1773.024, 127.771
1460.252, 122.965
1401.932,  74.200
1929.351, 109.370
1493.202, 146.123
1843.130,  79.369
1310.213, 110.985
1279.630,  99.636
1981.140, 121.873
1474.610, 108.326
3364.785, 115.278
1417.021, 104.469
1315.771, 121.529
1983.037,  76.439
2130.420, 104.613
1388.379,  93.502
1444.165,  67.139
1679.280,  73.293
2096.913, 108.264
1278.065, 130.612
1325.025,  95.668
1865.070,  97.585
1609.015,  59.683
1988.484, 132.023
1432.331,  84.296
1747.099, 127.568
1483.026, 108.870
1863.931,  90.030
1383.191,  98.588
2977.754, 102.704
1538.138, 108.749
1661.573, 114.851
1684.626, 112.688
1367.691, 116.576
1397.478, 114.168
1248.771,  91.037
2275.026,  99.079
1937.166, 109.290
2149.601, 154.257
1891.152,  88.097
1865.319, 100.766
2133.314,  81.945
1377.954, 117.848
1253.587, 102.123
1715.366, 112.469
1580.707,  62.693
1964.593,  85.338
1333.208, 106.490
1336.375,  84.374
2183.821,  70.861
1451.018,  85.056
1658.467, 134.628
1295.591, 126.644
1535.855,  95.203
1619.016, 101.621
2032.602,  91.635
1297.469,  94.027
1610.409,  94.979
1804.939,  68.614
1261.957,  72.134
1324.764, 128.426
1537.356,  90.917
1220.292,  76.956
1915.224,  67.232
1282.294,  70.279
1276.813, 106.667
2982.186, 127.634
1548.912, 111.538
1545.797, 121.331
1254.450,  78.967
1863.356,  81.525
1732.434, 134.138
1719.001,  96.800
1516.428, 139.788
1233.955,  62.478
1973.432, 115.439
2006.977,  80.159
1556.160, 130.540
1368.018, 117.297
1296.622,  74.894
1413.764,  84.647
1911.301,  67.875
1203.612,  93.410
1426.506,  92.615
1353.059,  88.859
2822.979,  95.381
1565.708, 122.288
1505.600, 102.943
1266.705,  90.363
1483.580,  97.352
1546.080,  71.035
1546.150, 149.036
1496.091,  97.947
1414.916,  80.756
1891.647,  93.459
1848.059,  73.705
1585.955, 139.690
1526.462, 107.037
1942.258, 120.397
1283.862,  84.397
1562.042,  87.122
1549.189, 102.267
1677.381,  86.753
1417.152, 131.669
1861.952,  61.707
1908.512,  93.380
1547.964,  72.003
1411.950, 110.435
1979.412,  52.419
1548.673, 159.338
3192.161,  75.435
1485.235,  84.605
1527.071,  86.962
1670.115, 147.158
1601.058,  85.426
2337.840,  78.379
1734.028,  97.594
1452.713, 129.667
1382.581,  73.317
1737.870, 147.683
1466.136, 115.573
1574.804, 115.375
1372.997,  88.657
1975.508,  72.639
1298.061, 101.944
1634.684,  47.097
1793.221,  89.896
1305.703, 124.798
1228.173,  75.688
2181.418, 160.718
1399.088,  89.866
1740.869, 129.970
2054.478, 104.321
1534.954,  80.947
1868.999, 138.284
2167.259, 132.461
1808.061,  95.512
1297.118, 136.677
1353.062,  89.639
1202.785,  85.366
1498.014,  94.402
2110.043, 141.104
1305.091, 121.673
1832.222, 115.467
1325.707, 108.064
1431.342,  96.096
1982.502,  91.611
2086.329, 129.018
1690.173,  99.823
1960.619, 110.396
1787.359,  81.436
1865.905,  92.847
1275.073,  91.008
1210.225, 111.142
2336.721, 128.072
1842.381,  99.712
2157.063, 132.082
1246.559, 124.767
1844.891,  87.449
1336.486,  67.294
1338.939, 135.973
1434.129, 143.967
1249.149, 140.701
1502.478,  77.185
2130.595, 121.827
1818.580, 106.830
1574.025, 109.423
1236.738,  84.643
1346.736,  96.205
1733.495, 145.444
1255.288,  91.103
1500.168,  77.827
1279.574,  99.688
1772.323, 100.413
1660.137, 107.193
1388.669,  72.249
1613.402,  73.923
2024.475,  72.989
1948.887,  68.162
1443.921, 100.369
1653.163, 119.217
2131.912,  60.257
1201.765,  71.268
2411.313, 123.538
1393.104,  70.290
1647.012, 105.293
1206.416, 106.790
1458.277,  98.366
1434.791, 105.629
1689.618,  92.007
1611.659,  85.164
1278.053,  78.842
1314.633, 102.877
1231.814,  89.306
1717.322, 101.985
1922.660, 113.947
1865.025, 105.627
2139.040,  74.886
2001.848, 119.318
1787.104, 142.742
1346.555,  88.888
1861.998,  57.134
1474.022,  88.855
1362.786, 135.156
1278.408,  81.047
1796.426,  84.526
1291.629, 141.290
1219.911,  74.497
1619.079,  80.461
1667.634,  85.592
1221.336, 135.321
1274.123,  80.197
1399.385,  81.282
1465.764,  84.823
2030.091,  65.125
1376.329, 115.585
1208.141, 107.520
1992.813,  97.727
1736.180,  46.612
1364.872, 138.538
1433.866,  90.354
1675.758,  95.990
1304.429, 133.795
2362.903, 133.767
1632.531,  93.873
1865.698, 119.175
1862.005,  65.780
2077.744, 104.542
2065.022, 106.924
1339.616, 111.537
1908.402,  99.391
1799.432, 126.796
1422.365, 107.634
1621.214,  94.075
1438.355,  75.604
2194.496,  84.964
1634.247, 100.304
1597.588,  98.608
1566.869,  87.995
1277.556, 124.832
1654.666,  71.303
1849.163, 119.780
1985.672,  78.129
1862.220,  86.156
1531.527,  91.628
1220.077,  87.911
1359.377,  74.357
1483.423, 111.794
1729.673, 102.214
2135.501, 120.137
1312.504,  83.406
1287.109,  63.013
2193.669, 139.716
1723.179,  79.386
1455.746, 133.895
1363.823, 123.961
1421.378, 131.505
1209.956, 123.335
1605.833, 109.729
1807.776,  70.655
1402.512,  83.812
1715.142, 104.896
1681.847, 143.752
1801.245,  91.935
1788.865,  86.871
1554.818, 117.619
1798.477, 144.840
1231.456,  95.999
2131.043,  93.538
2114.134, 128.399
1394.684, 108.995
2079.707,  78.870
1865.411, 105.980
1460.792, 122.228
1485.424,  87.257
1517.649,  73.556
1761.201, 129.803
1807.078,  89.044
1277.631, 110.761
1365.074,  95.814
1572.918, 103.278
1853.985,  75.577
1305.579, 130.520
1354.729,  62.714
2102.906,  95.260
1587.159, 100.426
2023.486,  70.953
1495.564, 154.463
1993.022,  74.841
2585.096, 120.457
1484.524, 127.531
3300.977,  74.326
1318.103, 107.537
1244.459,  75.809
1238.200, 133.020
1932.747,  91.230
2177.438, 166.126
1672.395,  95.401
2157.126, 132.947
1489.055, 142.915
1765.734, 125.928
3181.818,  91.998
1547.712,  49.973
1683.258, 110.322
1219.870,  59.117
2177.094, 104.706
2232.915, 123.841
1900.629,  79.968
1454.242,  96.280
1619.271, 108.267
1446.318, 105.095
1409.862, 144.701
1332.308, 129.319
1275.680, 119.013
2191.022, 104.667
1873.981, 108.710
1886.924,  84.961
1305.806,  90.807
2072.636, 106.070
1208.733, 111.658
1325.948, 115.581
1226.373,  90.900
1967.203, 127.712
2078.974, 106.332
1861.797,  85.175
1352.269, 140.366
1426.095, 138.944
1868.793,  81.887
1386.005,  91.435
1276.688, 126.744
1847.548,  70.072
1425.108, 100.492
1223.820,  98.200
1430.077,  73.054
2617.146,  97.199
1436.698,  85.237
1372.839, 123.576
2310.126,  72.310
1202.483, 112.490
1395.268,  90.599
2166.666,  99.174
1636.694, 104.091
1679.731,  74.562
1273.597,  82.697
1975.049,  69.047
1233.746,  89.874
1628.516, 120.616
1678.232,  49.550
1717.108, 140.305
1461.248,  52.176
1564.522, 105.361
2634.506,  63.961
1917.380,  89.155
2195.945,  98.167
2613.406, 123.937
2203.373, 139.041
2152.000,  73.407
1423.693,  86.356
1352.068,  85.340
1374.135, 109.615
1346.185,  95.636
1953.545, 105.201
1666.314, 163.682
1814.171, 108.851
1831.867,  85.158
1325.186, 102.698
1684.552, 145.612
1861.832,  68.263
2158.164, 106.846
2129.407, 101.819
1862.669,  65.962
1626.808,  90.003
1605.312, 130.647
2134.563,  80.130
1940.474,  90.287
1836.851,  81.619
1605.207, 113.748
1784.438,  86.351
1495.529,  96.541
1372.205, 122.869
2084.249, 126.222
1841.465,  97.569
3790.060, 120.917
1279.072, 137.531
1221.931,  83.742
1864.488,  91.067
1886.729,  99.918
2026.809,  69.869
2169.777,  70.107
1949.903,  89.970
1317.663, 144.507
1782.483,  97.767
1241.177,  99.501
1315.082, 113.610
1642.381, 104.480
1615.423,  85.414
1499.229,  76.658
2176.742,  82.019
2779.696, 112.005
1534.950,  77.698
1690.197, 111.633
1223.806, 109.003
1281.603, 142.462
1209.767, 108.550
1663.854, 125.993
1199.666,  79.166
1352.339,  76.893
1865.005,  99.554
1258.446, 148.239
2074.224, 102.319
1697.390, 116.655
1263.324,  96.107
1294.895,  86.726
1940.916,  93.690
2077.798,  98.145
1472.134, 117.955
1595.530,  90.712
1728.245, 113.450
2094.200, 123.774
1234.046, 135.501
1315.980, 136.479
1470.572, 111.874
1779.199, 107.254
1933.886, 131.528
2132.807, 109.427
2006.188, 108.170
1364.107,  84.909
2001.033, 111.472
1370.765, 125.296
1474.710, 133.060
2152.514,  71.883
1603.280,  66.329
1529.198, 118.351
1847.045, 112.879
1885.746,  80.015
1579.799,  98.914
1981.766, 116.651
1242.821,  61.546
2666.694, 103.141
1217.335, 135.560
1284.783,  91.623
1320.130, 109.114
1248.559,  93.039
1558.689,  78.681
1451.915, 126.931
1272.997,  70.000
1634.284,  89.517
1304.655,  69.164
1291.907, 112.535
1533.162, 106.400
2012.241, 140.010
1622.237,  89.802
1267.348, 121.418
2178.216,  66.829
2101.661,  60.170
1278.286,  91.407
1740.093,  98.635
1779.983,  91.802
2160.744, 118.749
1894.273,  96.544
1936.669, 120.726
1842.015, 114.856
1524.009, 135.860
1473.644, 128.379
1401.466, 101.207
1400.733,  63.758
2551.971,  73.079
1218.497, 112.854
1435.938,  78.054
2194.961, 118.061
1276.484, 115.562
1550.258, 122.980
2062.348, 132.512
1326.076, 155.840
1597.408, 113.613
1377.382, 123.373
1628.457,  92.068
1573.606,  65.658
1637.485, 140.417
1483.483, 143.945
2514.293, 101.843
1785.262,  83.803
1625.451,  84.615
2133.115, 131.374
1331.002,  86.667
1398.866,  94.040
2328.947,  73.025
1403.768, 109.509
1539.648, 137.914
2107.191,  86.468
1653.588,  98.887
1294.861, 106.180
1288.118,  78.242
1207.579, 135.899
1546.406,  91.537
1273.394,  72.929
1671.284, 124.752
1277.965, 117.351
1270.318,  72.557
2047.339, 138.928
1511.561, 111.759
1321.600, 108.969
1480.495, 111.924
2250.077, 130.657
1461.764,  87.548
1441.848, 103.660
1718.874, 133.324
1533.910, 122.127
1968.290,  75.200
1953.061,  78.690
1518.275, 116.956
1738.317, 119.682
1241.343,  94.864
1554.491,  67.139
1816.292, 124.952
1338.552, 105.285
1678.932, 155.515
1206.216, 119.192
1455.987,  90.654
1982.721, 100.405
1246.576,  87.680
1358.623, 123.829
1892.732,  97.343
3604.373, 136.012
1469.068, 103.605
1740.005, 106.509
1699.820, 132.464
2090.524, 113.856
1494.744, 121.357
2028.443,  83.055
1363.512, 102.395
1564.671,  97.271
1563.108,  94.156
1278.335, 127.239
1589.716,  78.129
1937.082, 121.609
1649.926, 122.579
1676.831, 118.071
1504.050,  81.887
1205.889, 157.909
1230.422, 127.943
1884.461, 139.887
2151.953,  93.709
1276.899, 105.310
1282.925, 107.932
1337.368, 133.253
1899.230,  77.731
2038.556,  91.396
1731.655, 144.653
2088.714, 142.570
1275.426, 102.204
1286.394,  92.859
1711.072, 145.522
1294.463, 111.313
1670.105, 131.622
1289.818, 147.567
1205.343,  96.270
1866.270, 114.840
1265.948,  96.524
1633.795,  99.075
2895.698, 162.036
1251.037, 139.745
3002.040, 130.590
1303.032,  76.045
1867.525, 113.519
1276.549,  98.038
1420.162, 109.143
2121.728, 159.433
1223.219, 132.037
1527.216,  96.410
1490.982,  64.989
2063.235,  87.159
1773.800, 115.091
1424.002,  87.200
1870.851,  93.251
1478.794,  80.732
1273.560, 130.705
1560.210, 112.862
1701.171, 142.418
1277.961, 124.849
1817.124, 149.043
1570.125, 105.451
1517.026, 112.189
1783.569, 145.758
1331.524,  72.665
1287.479,  61.436
1686.277, 115.689
1963.731,  95.936
1306.958, 118.051
1869.346,  93.440
1873.675, 123.820
1579.653,  85.857
1279.202, 137.054
1864.582,  86.823
1972.983,  57.984
1610.612,  91.805
1488.767,  63.949
1379.180, 102.001
1297.074, 123.338
1904.684, 120.531
2071.934, 103.787
1483.543, 111.476
1864.929,  79.148
1320.373, 172.385
1958.880,  66.570
1890.978, 112.888
1464.016,  89.902
1204.494, 101.680
1866.913, 144.608
1261.746, 106.834
